순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"73,300","0","0.0","10,434,456","764,758,341,300","73,300","73,700","73,000","437,585,060,915,000","19.12","5,969,782,550",,,2524
2,000660,SK하이닉스,"118,000","-1,500","-1.3","1,739,711","205,715,834,000","118,500","119,000","117,500","85,904,279,070,000","3.75","728,002,365",,,
3,051910,LG화학,"813,000","-17,000","-2.0","223,552","182,636,340,000","831,000","832,000","806,000","57,391,574,859,000","2.51","70,592,343",,,
4,005935,삼성전자우,"68,700","-200","-0.3","1,752,692","120,583,767,100","68,900","69,300","68,600","56,532,316,290,000","2.47","822,886,700",,,
5,207940,삼성바이오로직스,"801,000","-3,000","-0.4","38,921","31,203,330,000","804,000","808,000","800,000","52,998,165,000,000","2.32","66,165,000",,,
6,068270,셀트리온,"354,000","2,500","0.7","595,864","211,423,523,000","353,000","357,500","351,000","47,789,222,970,000","2.09","134,997,805",,,
7,035420,NAVER,"283,000","-2,000","-0.7","243,031","68,846,483,500","284,000","285,500","282,500","46,486,540,785,000","2.03","164,263,395",,,
8,005380,현대차,"189,500","-1,000","-0.5","516,392","98,037,001,000","191,000","191,000","189,000","40,490,121,436,500","1.77","213,668,187",,,
9,006400,삼성SDI,"565,000","-2,000","-0.4","139,867","79,063,723,000","571,000","571,000","559,000","38,851,959,450,000","1.70","68,764,530",,,
10,035720,카카오,"366,500","-2,500","-0.7","216,640","79,470,853,000","369,000","369,500","365,500","32,365,717,253,500","1.41","88,310,279",,,
11,051900,LG생활건강,"1,620,000","6,000","0.4","13,590","21,978,449,000","1,612,000","1,629,000","1,601,000","25,301,479,140,000","1.11","15,618,197",,,
12,000270,기아차,"62,100","100","0.2","746,123","46,264,568,600","62,000","62,600","61,600","25,173,063,848,700","1.10","405,363,347",,,
13,091990,셀트리온헬스케어,"161,900","3,100","2.0","2,037,136","328,967,380,000","159,600","163,500","158,500","24,578,010,181,800","1.07","151,809,822",,,
14,028260,삼성물산,"129,000","1,500","1.2","378,962","48,895,260,000","127,500","130,500","127,500","24,108,433,449,000","1.05","186,887,081",,,
15,012330,현대모비스,"251,000","2,000","0.8","131,818","32,982,194,000","250,500","252,000","248,500","23,858,728,194,000","1.04","95,054,694",,,
16,005490,POSCO,"269,000","1,000","0.4","169,632","46,014,356,500","271,500","275,500","268,500","23,453,258,615,000","1.02","87,186,835",,,
17,017670,SK텔레콤,"246,500","500","0.2","137,920","33,736,997,500","245,000","246,500","243,500","19,903,817,761,500","0.87","80,745,711",,,
18,036570,엔씨소프트,"870,000","2,000","0.2","37,548","32,771,568,000","871,000","881,000","868,000","19,099,999,140,000","0.83","21,954,022",,,
19,105560,KB금융,"45,100","-150","-0.3","979,174","44,261,414,350","45,600","45,650","45,000","18,752,937,192,000","0.82","415,807,920",,,
20,015760,한국전력,"28,650","2,650","10.2","25,706,101","719,475,794,900","27,350","28,800","27,300","18,392,270,806,050","0.80","641,964,077",,,
21,096770,SK이노베이션,"189,500","-2,500","-1.3","351,144","66,801,569,000","193,000","193,500","188,000","17,522,224,378,000","0.77","92,465,564",,,
22,055550,신한지주,"33,400","150","0.4","1,223,379","40,790,387,700","33,350","33,500","33,200","17,251,996,289,000","0.75","516,526,835",,,
23,034730,SK,"241,500","-500","-0.2","123,881","29,952,499,500","242,500","243,500","240,000","16,992,011,725,500","0.74","70,360,297",,,
24,066570,LG전자,"96,300","-600","-0.6","519,391","50,039,310,450","97,300","97,400","95,800","15,759,284,488,200","0.69","163,647,814",,,
25,032830,삼성생명,"75,800","-100","-0.1","156,386","11,838,738,800","76,000","76,100","75,200","15,160,000,000,000","0.66","200,000,000",,,
26,326030,SK바이오팜,"178,000","1,500","0.8","274,647","49,000,784,500","178,000","180,000","176,500","13,939,758,500,000","0.61","78,313,250",,,
27,018260,삼성에스디에스,"178,500","1,000","0.6","112,851","20,059,568,000","178,000","179,500","176,500","13,811,937,300,000","0.60","77,377,800",,,
28,003550,LG,"78,600","300","0.4","182,653","14,319,328,700","78,100","78,900","78,000","13,562,990,496,600","0.59","172,557,131",,,
29,009150,삼성전기,"168,500","-2,500","-1.5","279,760","47,313,268,500","170,000","170,500","168,000","12,585,887,776,000","0.55","74,693,696",,,
30,090430,아모레퍼시픽,"209,000","0","0.0","71,632","14,943,732,000","209,000","210,500","207,500","12,217,824,410,000","0.53","58,458,490",,,
31,033780,KT&G,"87,900","2,100","2.4","1,251,502","109,896,767,200","86,400","88,700","86,200","12,068,010,486,300","0.53","137,292,497",,,
32,251270,넷마블,"126,000","-500","-0.4","131,078","16,506,011,500","126,500","127,000","125,000","10,816,376,130,000","0.47","85,844,255",,,
33,086790,하나금융지주,"35,800","-250","-0.7","473,769","16,942,933,600","35,950","36,000","35,650","10,748,665,819,600","0.47","300,242,062",,,
34,000810,삼성화재,"197,500","500","0.2","64,129","12,619,969,500","196,000","197,500","195,000","9,356,530,307,500","0.41","47,374,837",,,
35,011170,롯데케미칼,"265,500","-1,500","-0.6","100,197","26,627,558,000","268,000","268,500","264,000","9,100,123,744,500","0.40","34,275,419",,,
36,068760,셀트리온제약,"240,800","6,800","2.9","1,258,129","301,587,938,500","236,500","243,900","233,800","8,623,201,389,600","0.38","35,810,637",,,
37,018880,한온시스템,"15,650","-500","-3.1","709,932","11,214,329,400","16,050","16,100","15,600","8,353,970,000,000","0.36","533,800,000",,,
38,019170,신풍제약,"151,500","1,000","0.7","874,561","132,599,248,500","152,000","154,000","150,000","8,027,225,985,000","0.35","52,984,990",,,
39,010950,S-Oil,"70,800","-400","-0.6","194,140","13,754,742,900","71,500","71,500","70,500","7,970,861,673,600","0.35","112,582,792",,,
40,009540,한국조선해양,"109,000","-1,500","-1.4","139,804","15,299,984,500","111,000","111,500","108,500","7,714,269,644,000","0.34","70,773,116",,,
41,010130,고려아연,"407,000","0","0.0","39,078","15,903,873,000","408,500","411,000","402,500","7,680,090,000,000","0.34","18,870,000",,,
42,009830,한화솔루션,"46,300","-1,250","-2.6","2,139,082","99,623,438,200","47,650","47,650","46,050","7,401,726,211,100","0.32","159,864,497",,,
43,316140,우리금융지주,"10,000","-100","-1.0","653,982","6,568,191,150","10,050","10,100","10,000","7,222,676,830,000","0.32","722,267,683",,,
44,024110,기업은행,"9,380","-60","-0.6","1,156,005","10,850,301,900","9,440","9,450","9,370","6,928,671,696,800","0.30","738,664,360",,,
45,086280,현대글로비스,"181,500","-1,000","-0.6","153,966","27,958,435,500","182,500","183,000","180,500","6,806,250,000,000","0.30","37,500,000",,,
46,030200,KT,"25,300","200","0.8","834,386","21,076,631,850","25,150","25,350","25,100","6,606,128,742,400","0.29","261,111,808",,,
47,003670,포스코케미칼,"106,500","1,500","1.4","525,574","55,791,510,500","106,500","108,000","104,500","6,495,245,430,000","0.28","60,988,220",,,
48,034220,LG디스플레이,"18,050","-350","-1.9","2,296,960","41,857,747,950","18,450","18,600","18,000","6,458,573,385,000","0.28","357,815,700",,,
49,006800,미래에셋대우,"9,570","-60","-0.6","1,147,169","11,041,223,330","9,670","9,720","9,570","6,175,678,024,560","0.27","645,316,408",,,
50,352820,빅히트,"161,500","0","0.0","114,555","18,570,852,000","162,500","164,000","160,500","5,753,237,240,000","0.25","35,623,760",,,
51,097950,CJ제일제당,"376,500","-5,500","-1.4","38,167","14,388,781,500","381,500","381,500","376,000","5,667,901,029,000","0.25","15,054,186",,,
52,096530,씨젠,"207,600","-4,900","-2.3","327,895","68,465,647,100","213,100","214,000","207,200","5,446,182,552,000","0.24","26,234,020",,,
53,021240,코웨이,"71,600","1,400","2.0","198,504","14,111,779,700","70,300","71,700","70,300","5,284,052,720,400","0.23","73,799,619",,,
54,004020,현대제철,"39,250","350","0.9","611,039","24,010,427,450","39,050","39,700","38,550","5,237,747,061,250","0.23","133,445,785",,,
55,032640,LG유플러스,"11,950","150","1.3","2,519,101","30,096,021,350","11,850","12,100","11,800","5,217,505,763,950","0.23","436,611,361",,,
56,271560,오리온,"128,500","-1,000","-0.8","64,332","8,235,398,500","127,500","129,000","127,000","5,080,392,962,000","0.22","39,536,132",,,
57,035250,강원랜드,"23,300","200","0.9","399,364","9,284,716,750","23,100","23,400","23,000","4,984,813,650,000","0.22","213,940,500",,,
58,008930,한미사이언스,"74,000","600","0.8","312,902","23,387,806,000","73,500","76,100","72,700","4,884,825,026,000","0.21","66,011,149",,,
59,028300,에이치엘비,"92,300","-1,300","-1.4","438,273","40,714,819,600","93,800","94,200","92,000","4,860,032,502,000","0.21","52,654,740",,,
60,161390,한국타이어앤테크놀로지,"39,200","150","0.4","259,703","10,231,507,850","39,550","40,400","39,000","4,855,902,704,800","0.21","123,875,069",,,
61,196170,알테오젠,"171,600","-3,400","-1.9","221,343","38,082,241,500","174,200","174,400","170,000","4,819,025,640,000","0.21","28,082,900",,,
62,267250,현대중공업지주,"303,500","1,000","0.3","25,536","7,699,452,500","303,000","303,500","299,500","4,794,880,259,500","0.21","15,798,617",,,
63,006280,녹십자,"408,500","-3,500","-0.8","835,559","340,612,796,000","415,000","428,000","377,500","4,773,950,773,000","0.21","11,686,538",,,
64,000100,유한양행,"71,200","3,000","4.4","1,209,292","86,074,095,900","68,500","72,300","68,500","4,760,204,872,000","0.21","66,856,810",,,
65,003490,대한항공,"27,000","0","0.0","1,096,096","29,453,424,850","26,850","27,250","26,500","4,703,662,251,000","0.21","174,209,713",,,
66,285130,SK케미칼,"390,500","10,000","2.6","300,097","117,135,904,000","383,000","399,000","379,000","4,585,015,138,000","0.20","11,741,396",,,
67,002790,아모레G,"55,200","-400","-0.7","76,684","4,243,256,400","55,400","55,900","55,000","4,551,691,536,000","0.20","82,458,180",,,
68,011200,HMM,"13,800","-550","-3.8","12,227,714","173,244,298,550","14,400","14,950","13,750","4,508,823,257,400","0.20","326,726,323",,,
69,010140,삼성중공업,"7,080","-110","-1.5","6,290,258","44,824,897,750","7,200","7,250","7,040","4,460,400,000,000","0.19","630,000,000",,,
70,011780,금호석유,"140,000","-2,500","-1.8","215,892","30,495,989,500","143,000","144,500","139,000","4,265,476,740,000","0.19","30,467,691",,,
71,139480,이마트,"152,500","1,000","0.7","71,293","10,836,460,500","151,500","153,000","150,500","4,251,062,397,500","0.19","27,875,819",,,
72,071050,한국금융지주,"75,800","200","0.3","192,019","14,566,984,000","75,800","76,400","75,400","4,224,030,193,600","0.18","55,725,992",,,
73,000720,현대건설,"37,600","650","1.8","758,568","28,528,294,100","37,150","37,950","37,100","4,186,976,764,000","0.18","111,355,765",,,
74,128940,한미약품,"350,500","2,000","0.6","125,226","44,678,488,000","348,500","363,000","347,500","4,150,981,664,500","0.18","11,843,029",,,
75,029780,삼성카드,"35,300","300","0.9","53,820","1,897,363,450","35,000","35,450","35,000","4,089,818,852,300","0.18","115,858,891",,,
76,003090,대웅,"68,300","7,900","13.1","6,481,318","440,805,643,800","61,500","75,000","60,800","3,971,097,234,000","0.17","58,141,980",,,
77,011070,LG이노텍,"166,500","-500","-0.3","89,580","14,953,148,500","168,000","169,000","165,500","3,940,573,315,500","0.17","23,667,107",,,
78,088980,맥쿼리인프라,"11,050","50","0.4","1,973,712","21,712,859,900","11,000","11,050","10,950","3,856,939,912,800","0.17","349,044,336",,,
79,016360,삼성증권,"42,500","0","0.0","177,602","7,561,753,650","42,600","42,800","42,250","3,795,250,000,000","0.17","89,300,000",,,
80,000120,CJ대한통운,"161,500","1,000","0.6","31,002","5,004,939,500","161,000","162,000","160,500","3,684,193,556,000","0.16","22,812,344",,,
81,004990,롯데지주,"34,600","300","0.9","129,426","4,489,727,900","34,300","34,950","34,300","3,629,859,600,200","0.16","104,909,237",,,
82,003410,쌍용양회,"7,180","120","1.7","1,503,523","10,736,276,100","7,100","7,210","7,030","3,617,711,892,100","0.16","503,859,595",,,
83,180640,한진칼,"60,600","-300","-0.5","57,578","3,491,589,500","61,000","61,100","60,400","3,587,542,058,400","0.16","59,200,364",,,
84,078930,GS,"38,300","250","0.7","197,192","7,536,210,200","38,100","38,450","37,900","3,558,658,977,400","0.16","92,915,378",,,
85,263750,펄어비스,"270,100","-1,300","-0.5","22,180","6,031,431,600","267,200","275,000","266,100","3,532,867,485,000","0.15","13,079,850",,,
86,034020,두산중공업,"13,950","-400","-2.8","1,627,367","22,802,061,900","14,300","14,300","13,900","3,531,321,204,750","0.15","253,141,305",,,
87,247540,에코프로비엠,"163,600","-400","-0.2","271,276","44,661,774,300","167,000","167,600","161,000","3,441,353,157,600","0.15","21,035,166",,,
88,011790,SKC,"91,600","0","0.0","403,817","37,447,851,200","93,900","94,900","91,000","3,438,165,238,000","0.15","37,534,555",,,
89,293490,카카오게임즈,"46,300","-150","-0.3","361,721","16,704,656,350","46,500","46,550","46,050","3,428,590,654,200","0.15","74,051,634",,,
90,005387,현대차2우B,"92,800","400","0.4","64,028","5,929,732,600","92,200","93,200","91,500","3,385,849,852,800","0.15","36,485,451",,,
91,036490,SK머티리얼즈,"318,800","-9,200","-2.8","38,490","12,376,448,500","332,900","333,500","318,300","3,362,598,152,400","0.15","10,547,673",,,
92,005940,NH투자증권,"11,800","-50","-0.4","664,393","7,834,759,500","11,850","11,900","11,700","3,320,624,866,600","0.15","281,408,887",,,
93,012750,에스원,"86,100","800","0.9","62,251","5,325,555,400","84,700","86,400","84,500","3,271,729,225,800","0.14","37,999,178",,,
94,336260,두산퓨얼셀,"58,400","2,600","4.7","1,785,441","104,402,764,600","56,200","60,000","56,000","3,240,833,598,400","0.14","55,493,726",,,
95,026960,동서,"32,400","500","1.6","120,562","3,882,038,050","31,950","32,400","31,950","3,230,280,000,000","0.14","99,700,000",,,
96,008770,호텔신라,"81,900","200","0.2","210,566","17,177,535,500","81,700","82,100","80,900","3,214,421,109,900","0.14","39,248,121",,,
97,005830,DB손해보험,"45,150","200","0.4","86,640","3,912,201,700","44,850","45,350","44,750","3,196,620,000,000","0.14","70,800,000",,,
98,012510,더존비즈온,"106,000","-1,500","-1.4","49,688","5,276,668,000","107,500","108,000","105,500","3,191,233,032,000","0.14","30,105,972",,,
99,032500,케이엠더블유,"78,100","-300","-0.4","262,034","20,486,926,200","79,000","79,000","77,800","3,110,010,962,300","0.14","39,820,883",,,
100,000210,대림산업,"88,200","3,300","3.9","548,547","47,890,203,100","85,300","88,700","85,200","3,069,360,000,000","0.13","34,800,000",,,
101,241560,두산밥캣,"30,000","-250","-0.8","178,242","5,343,042,900","30,300","30,300","29,850","3,007,474,980,000","0.13","100,249,166",,,
102,051915,LG화학우,"391,000","2,000","0.5","30,486","11,910,828,000","390,500","394,000","387,500","3,006,320,800,000","0.13","7,688,800",,,
103,112610,씨에스윈드,"173,500","-4,000","-2.2","314,823","56,511,878,500","179,500","186,500","172,500","2,999,071,552,500","0.13","17,285,715",,,
104,035760,CJ ENM,"136,400","200","0.2","55,415","7,558,473,300","136,500","137,400","135,700","2,991,136,605,600","0.13","21,929,154",,,
105,006360,GS건설,"37,000","900","2.5","570,213","20,933,944,600","36,300","37,100","36,050","2,966,619,744,000","0.13","80,178,912",,,
106,036460,한국가스공사,"31,750","750","2.4","1,308,347","41,709,033,600","31,400","32,500","31,350","2,930,937,750,000","0.13","92,313,000",,,
107,042660,대우조선해양,"26,800","-150","-0.6","146,978","3,955,899,300","27,150","27,150","26,700","2,875,389,929,200","0.13","107,290,669",,,
108,039490,키움증권,"125,000","-2,000","-1.6","171,970","21,532,122,500","126,500","128,500","123,000","2,846,611,875,000","0.12","22,772,895",,,
109,095700,제넥신,"117,000","-700","-0.6","446,137","52,672,187,100","119,600","119,800","116,600","2,839,439,421,000","0.12","24,268,713",,,
110,023530,롯데쇼핑,"99,800","-700","-0.7","69,166","6,908,279,300","100,500","100,500","99,500","2,823,217,749,000","0.12","28,288,755",,,
111,081660,휠라홀딩스,"43,950","-450","-1.0","136,273","6,010,151,400","44,400","44,700","43,800","2,670,060,156,900","0.12","60,752,222",,,
